FOODID	FOODNAME
32532	KEKSI, HYVÄSET, KAURANEN VANILJA, JYVÄSHYVÄ, LU
32534	HAPANKORPPU, KAURAKORPPU, OULULAINEN, FAZER
32535	KARJALANPIIRAKKA, RUKIINEN IMATRAN RIISIPIIRAKKA, FAZER
32536	KARJALANPIIRAKKA, RUKIINEN RIISIPIIRAKKA, FAZER
32537	JAUHELIHAPIHVI, GRILLITASSU, SAARIOINEN, PAISTETTU ILMAN RASVAA
32538	RAPARPERIPIIRAKKA, PULLAPOHJA, TÄYSMAITO
32539	RAPARPERIPIIRAKKA, PULLAPOHJA, KEVYTMAITO
32540	GLÖGIJUOMA, ALKOHOLITON
32541	(ARC)RAHKA, MAITORAHKA, MAUSTETTU, RASVAA 7 %, VALIO
32542	KEKSI, SUKLAAPISARA, JYVÄSHYVÄ, LU
32544	KEKSI, LASTENKEKSI, CARNEVAL PRINSESSA, FAZER
32547	KEKSI, VÄLIPALAKEKSI, JYVÄSHYVÄ CRACOTTE TÄYSJYVÄ, LU
32548	KEKSI, VÄLIPALAKEKSI, JYVÄSHYVÄ CRACOTTE SESAM, LU
32553	KASVIÖLJYVALMISTE, JUOKSEVA, 80 %, TUOTEKESKIARVO
32555	KEKSI, KANELIKEKSI, BASTOGNE, LU
32556	PINAATTIKEITTO, APETIT, PAKASTE
32557	PINAATTIKEITTO, PIRKKA, PAKASTE
32558	PINAATTIKEITTO, SAARIOINEN, VALMISATERIA
32560	MAITOKASTIKE, PINAATTIKASTIKE, KEVYTMAITO, JAUHOSUURUS
32561	KUIVAKAKKU, SOKERIKAKKU
32562	KAURAVALMISTE, HAPATETTU, MAUSTAMATON, YOSA NATURELL, PROBIOOTTEJA
32567	JUUSTO, OLTERMANNI RYPSI, RASVAA 24 %, RYPSIÖLJY
32568	RASVASEOSLEVITE 75 %, D-VITAMIINIA 10 UG
32570	NELJÄN VILJAN HIUTALE, RIIHIKOSKEN VEHNÄMYLLY
32592	(ARC)PIIMÄ, KIRNUPIIMÄ, RASVAA 0,3 %, D-VIT 0,5 UG
32593	(ARC) PIIMÄ, RASVATON, D-VIT 0,5 UG
32594	(ARC) PIIMÄ, RASVATON, VL, D-VIT 0,5 UG
32595	(ARC) PIIMÄ, RASVATON, LAKTOOSITON, D-VIT 0,5 UG
32596	(ARC)JOGURTTI, MAUSTETTU, RASVATON, OSITTAIN KEINOTEK. MAKEUTETTU, D-VIT 1UG, VL
32597	JOGURTTI, MAUSTETTU, RASVATON, LAKTOOSITON, KEINOTEKOISESTI MAKEUTETTU,D-VIT 1UG
32598	JOGURTTI, MAUSTAMATON, RASVATON
32599	JOGURTTI, MAUSTETTU, RASVAA 2 %, D-VIT 1 UG
32600	JOGURTTI, JUOTAVA, DANONINO DINO, RASVAA 1,6 %, D-VITAMIINIA 0,9 UG
32602	RAAKAMAKKARA, GRILLIWURST CHORIZO, SAARIOINEN
32604	MUNAKASRULLA, KASVIS-SIENITÄYTE
32605	MAKSAPATA, MAKSA, PEKONI
32607	TOFU-PERUNAVUOKA, TOMAATTINEN, KANANMUNAA
32608	TOFU-KASVISKASTIKE, TOMAATTINEN, SUURUSTAMATON
32609	TOFU-PAPUKASTIKE, TOMAATTINEN, SUURUSTAMATON
32610	LINSSIPIHVI/PYÖRYKKÄ, KANANMUNAA
32611	KATKARAPU, CHILI-VALKOSIPULIMARINADI, PAISTETTU
32612	KATKARAPU-NUUDELIWOKKI, KOOKOSMAITO
32613	KATKARAPUMUHENNOS, KERMAA, SUURUSTETTU VEHNÄJAUHOILLA
32614	SOIJA-KASVISKIUSAUS, SOIJAROUHE, RUOANVALMISTUSKERMA
32615	SIPULIKEITTO, KUORRUTETTU, RANSKALAINEN SIPULIKEITTO
32616	VANUKAS, PANNACOTTA, LIIVATETTA
32617	JÄLKIRUOKA, CRÈME BRÛLÉE
32618	MAUSTEKASTIKE, BBQ, BARBECUEMARINADI LIHALLE, KOTITEKOINEN
32619	ATERIANKORVIKE, SHAKE, VALMISJUOMA, NATURDIET
32622	ATERIANKORVIKE, SMOOTHIE, VALMISJUOMA, NATURDIET
32623	ATERIANKORVIKE, DRINKMIX, JUOMAJAUHE, NATURDIET
32624	ATERIANKORVIKE, DRINKMIX, JUOMAJAUHE JA VESI, NATURDIET
32625	ATERIANKORVIKE, SUKLAAPATUKKA, NATURDIET
32626	ATERIANKORVIKE, KARAMELLIPATUKKA, NATURDIET
32627	(ARC)ATERIANKORVIKE, TUMMASUKLAAPATUKKA, NATURDIET
32628	ATERIANKORVIKE, SMOOTHIE, JUOMAJAUHE, EASY DIET
32629	ATERIANKORVIKE, SMOOTHIE, JUOMAJAUHE JA VESI, EASY DIET
32630	ATERIANKORVIKE, KEITTOJAUHE, PARSA/KALA/KANA/SIENI, EASY DIET
32631	ATERIANKORVIKE, KEITTOJAUHE JA VESI, PARSA/KALA/KANA/SIENI, EASY DIET
32632	ATERIANKORVIKE, KEITTOJAUHE, TOMAATTI/TEXMEX/THAI, EASY DIET
32633	ATERIANKORVIKE, KEITTOJAUHE JA VESI, TOMAATTI/TEXMEX/THAI, EASY DIET
32636	ATERIANKORVIKE, SMOOTHIE, JUOMAJAUHE, NUTRIFAST
32637	ATERIANKORVIKE, SMOOTHIE, JUOMAJAUHE JA VESI, NUTRIFAST
32638	ATERIANKORVIKE, PIRTELÖ, JUOMAJAUHE, ALLEVO
32639	ATERIANKORVIKE, PIRTELÖ, JUOMAJAUHE JA VESI, ALLEVO
32640	ATERIANKORVIKE, SMOOTHIE, JUOMAJAUHE, ALLEVO
32641	ATERIANKORVIKE, SMOOTHIE, JUOMAJAUHE JA VESI, ALLEVO
32642	ATERIANKORVIKE, KEITTOJAUHE, PERUNA/PURJO, ALLEVO
32643	ATERIANKORVIKE, KEITTOJAUHE JA VESI, PERUNA/PURJO, ALLEVO
32644	ATERIANKORVIKE, KEITTOJAUHE, PARSAKAALI/BASILIKA/COUSCOUS, ALLEVO
32645	ATERIANKORVIKE, KEITTOJAUHE JA VESI, PARSAKAALI, BASILIKA, COUSCOUS, ALLEVO
32646	ATERIANKORVIKE, LOW CALORIE JUOMA, ALLEVO
32647	(ARC) ATERIANKORVIKE, LOW CALORIE PATUKKA, ALLEVO
32648	ATERIANKORVIKE, KEITTOJAUHE, NUTRILETT
32649	ATERIANKORVIKE, KEITTOJAUHE JA VESI, NUTRILETT
32650	ATERIANKORVIKE, HUNGER CONTROL, VALMISJUOMA, NUTRILETT
32651	ATERIANKORVIKE, PIRTELÖ, JUOMAJAUHE, NUTRILETT
32652	ATERIANKORVIKE, PIRTELÖ, JUOMAJAUHE JA VESI, NUTRILETT
32653	ATERIANKORVIKE, HOT AND COLD MOCCA, JUOMAJAUHE, NUTRILETT
32654	ATERIANKORVIKE, HOT AND COLD MOCCA, JUOMAJAUHE JA VESI, NUTRILETT
32655	(ARC) ATERIANKORVIKE, HUNGER CONTROL, PATUKKA, NUTRILETT
32656	ATERIANKORVIKE, PATUKKA, TUOTEKESKIARVO
32657	ATERIANKORVIKE, KEITTOJAUHE, TUOTEKESKIARVO
32658	ATERIANKORVIKE, KEITTOJAUHE JA VESI, KESKIARVO
32659	ATERIANKORVIKE, PIRTELÖ, JUOMAJAUHE, TUOTEKESKIARVO
32660	ATERIANKORVIKE, PIRTELÖ, JUOMAJAUHE JA VESI, KESKIARVO
32661	ATERIANKORVIKE, SMOOTHIE, JUOMAJAUHE, TUOTEKESKIARVO
32662	ATERIANKORVIKE, SMOOTHIE, JUOMAJAUHE JA VESI, KESKIARVO
32664	RASVASEOSLEVITE 75 %, OIVARIINI, NORMAALISUOLAINEN, VL
32665	(ARC) RASVASEOSLEVITE 75%, OIVARIINI, VÄHEMMÄN SUOLAA, VL
32666	RASVASEOSLEVITE 75 %, OIVARIINI, VOIMAKASSUOLAINEN, VL
32667	ATERIANKORVIKE, PROTEIINIJUOMAJAUHE, GNLD, 49 % PROTEIINIA
32668	(ARC) RASVASEOSLEVITE 75%, OIVARIINI, PEHMEÄSTI LEVITTYVÄ, VL
32669	RASVASEOS 60 %, OIVARIINI, VÄHÄRASVAISEMPI, VL
32670	RASVASEOSLEVITE 75 %, OIVARIINI, LAKTOOSITON
32671	(ARC)RASVASEOSLEVITE 43 %, INGMARIINI, VL
32672	RASVASEOSLEVITE 82 %, INGMARIINI MERISUOLA, VL
32673	RASVASEOSLEVITE 75 %, INGMARIINI, NORMAALISUOLAINEN, VL
32674	ATERIANKORVIKE, PROTEIINIJUOMA MAITOON, GNLD
32675	ATERIANKORVIKE, PROTEIINIJUOMAJAUHE, NUTRISHAKE, GNLD, 55 % PROTEIINIA
32676	RASVASEOSLEVITE 57 %, INGMARIINI, VÄHÄRASVAISEMPI, VL
32677	ATERIANKORVIKE, PROTEIINIJUOMA MAITOON, NUTRISHAKE, GNLD
32678	SOIJA-RUUSUNMARJA-PELLAVA-VALMISTE, FEMISOYA
32679	SOIJA-RUUSUNMARJA-PELLAVA-INULIINIVALMISTE, FEMISOYA PLUS
32680	SOIJA-MARJA-PELLAVA-RUIS-JAUHESEOS, BERRYSOYA
32682	SALAATTI, PERUNASALAATTI, MAJONEESIKASTIKE, PIRKKA/SAARIOINEN
32685	SALAATTI, PERUNASALAATTI, MAJONEESIKASTIKE, ATRIA
32687	SALAATTI, PERUNASALAATTI, KEVYT, MAJONEESIKASTIKE, ATRIA/HK/PIRKKA
32688	SALAATTI, PERUNASALAATTI, OLIIVI-RYPSIÖLJY, EI MAJONEESIA
32691	KALAPUIKKO, TEOLLINEN, PAISTETTU
32693	VOISARVI, CROISSANT, KOTITEKOINEN
32694	JAUHELIHA, SIKA-NAUTA, KEVYT, VÄHÄRASVAINEN, RASVAA 7 %
32695	MAKEINEN, MARIANNE, FAZER, PIPARMINTTUSUKLAAKARAMELLI
32696	SEESAMINUGGETTI, HÄLSANS KÖK, SOIJAA
32697	MYSLI, MUROMYSLI
32699	MAKEINEN, SUFFELI PUFFI SNACKS, FAZER, ERITTÄIN VÄHÄGLUTEENINEN
32700	VÄLIPALAPATUKKA, SUKLAINEN MYSLIPATUKKA
32701	JÄÄTELÖ, PEHMYTJÄÄTELÖ, EI VOHVELIA
32702	JÄÄTELÖ, SOIJAJÄÄTELÖ, TOFULINE, VANILJA
32703	SUKLAA-PÄHKINÄLEVITE
32704	JAUHELIHA, NAUDANPAISTI, RASVAA 9 %
32705	JÄÄTELÖ, KASVIRASVAJÄÄTELÖ
32707	JÄÄTELÖ, PEHMYTJÄÄTELÖ, SUKLAAKASTIKE, EI VOHVELIA
32708	KERMAVAAHTOSPRAY, TEOLLINEN
32709	MARGARIINI, TALOUSMARGARIINI 80 %, KESKIARVO, LEIVONTAAN JA RUOANLAITTOON
32710	RUOANVALMISTUSKERMA, KASVIRASVAKERMA, RASVAA 4 %, VL
32711	RANSKANPERUNA, UPPOPAISTETTU
32713	POPCORN, MIKROPOPCORN
32714	KEKSI, VOILEIPÄKEKSI, RUIS CRACKER, KANTOLAN
32715	KEKSI, TEOLLINEN, KESKIARVO
32716	RUOANVALMISTUSKERMA, KASVIRASVAKERMA, RASVAA 5 %, VL
32717	MURO, MAISSIHIUTALE, CORN FLAKES, GLUTEENITON, URTEKRAM, EI LISÄTTYÄ SOKERIA
32718	MURO, KUITUPITOISET HIUTALEET, LUONTAISESTI GLUTEENITON, SEMPER, VITAMINOITU
32719	JAUHELIHA-PASTAKEITTO, NAUDANPAISTI, KASVIKSIA
32720	MURO, LUONTAISESTI GLUTEENITTOMAT HIUTALEET, KESKIARVO, SEMPER, VITAMINOITU
32721	RUOANVALMISTUSKERMA, KASVIRASVAKERMA, RASVAA 7 %, VL
32722	RAAKAMAKKARA, RYPSIPORSAS KABANOSSI, KESKIARVO, HK
32723	KAKKU, SUKLAAKAKKU, LUONTAISESTI GLUTEENITON, MAIDOTON
32724	RAAKAMAKKARA, CHORIZO, KOTITEKOINEN
32726	SEKALEIPÄ, PORKKANASÄMPYLÄ, RASVATON MAITO, HIIVALEIPÄ-, SÄMPYLÄJAUHO
32728	SEKALEIPÄ, PORKKANASÄMPYLÄ, TÄYSMAITO, HIIVALEIPÄ-, SÄMPYLÄJAUHO
32729	PARSA, KEITETTY, SUOLATON
32730	PAAHTOLEIPÄ, 100 % TÄYSJYVÄPAAHTO, VAASAN
32731	NUUDELI, TÄYSJYVÄVEHNÄ
32732	NUUDELI, TÄYSJYVÄVEHNÄ, KEITETTY, SUOLAA
32733	KINDER YLLÄTYSMUNA
32734	SOIJAJUOMA, ALPRO KALSIUMSOIJAJUOMA, SOKERI, KALSIUMIA, VITAMIINEJA
32735	JOGURTTI, MAUSTAMATON, A+, RASVAA 2,5 %, VL, D-VIT 1 UG
32737	PIIMÄ, AB-PIIMÄ, RASVAA 2,5 %, D-VIT 1 UG, PROBIOOTTEJA
32739	SIIDERIJUOMA, PEAR, ALKOHOLITON SIIDERI, 0,02 TIL% ALKOHOLIA, RAINBOW
32740	OLUT, ALKOHOLITON OLUT, NIKOLAI, 0,0 TIL% ALKOHOLIA, SINEBRYCHOFF
32741	PIPARKAKKUTAIKINA, KOTITEKOINEN
32743	PIPARKAKKUTAIKINA, TEOLLINEN
32744	LUUMUMARMELADI, LUUMUHILLO
32745	ENERGIAJUOMA, VITAMINOITU, OSITTAIN KEINOTEKOISESTI MAKEUTETTU
32746	ENERGIAJUOMA, VITAMINOITU, KEINOTEKOISESTI MAKEUTETTU
32747	PIZZAPOHJA, HIIVATAIKINA
32752	PIZZA, ANJOVIS-OLIIVIPIZZA
32753	PIZZA, HERKKUSIENIPIZZA
32755	PIZZA, JAUHELIHAPIZZA, NAUDANJAUHELIHA
32756	PIZZA, JAUHELIHAPIZZA, SIKA-NAUTA
32757	PIZZA, KANA-ANANASPIZZA
32758	SOIJAJUOMA, ALPRO LUOMU
32759	PIZZA, KASVISPIZZA, SIENI, SIPULI, PAPRIKA, OLIIVI
32761	PIZZA, KEBAB-SIPULI-PEPPERONIPIZZA
32762	PIZZA, KINKKU-ANANAS-SINIHOMEJUUSTOPIZZA
32763	PIZZA, KINKKU-ANANASPIZZA
32764	PIZZA, KINKKU-HERKKUSIENIPIZZA
32765	PIZZA, MOZZARELLA-TOMAATTI-PESTOPIZZA
32766	PIZZA, SALAMIPIZZA
32767	PIZZA, TONNIKALAPIZZA
32768	PIZZA, ÄYRIÄISPIZZA, KATKARAPU, SINISIMPUKKA, OLIIVI
32769	PIZZA, TOMAATTIKASTIKE JA JUUSTOA, MARGHERITA
32770	KIVENNÄISVESI, NOVELLE PLUS, SINKKIÄ JA E-VITAMIINIA, FRUKTOOSIA, HARTWALL
32771	KIVENNÄISVESI, NOVELLE PLUS, KALSIUMIA, HARTWALL
32772	KIVENNÄISVESI, NOVELLE PLUS, C-VITAMIINIA JA MAGNESIUMIA, HARTWALL
32773	KIVENNÄISVESI, NOVELLE FRISS, KESKIARVO, FRUKTOOSIA, HARTWALL
32774	KAURAJUOMA, NALLE SUKLAAKAURAJUOMA, LISÄTTY KALSIUMIA JA D-VITAMIINIA
32775	(ARC)POLYPOP-JELLY, LASTEN HYYTELÖ
32777	PASTA BOLOGNESE, KOKKIKARTANO SNELLMAN, VALMISATERIA
32778	LEIKKELEMAKKARA, LAUANTAIMAKKARA, RASVAA 18 %
32779	LEIKKELEMAKKARA, LAUANTAIMAKKARA, RASVAA 19 %
32780	(ARC)LEIKKELEMAKKARA, LAUANTAIMAKKARA, SOIJAPROTEIINIA, RASVAA 19 %
32781	LOHIPASTA, PASTALAATIKKO, KOKKIKARTANO SNELLMAN, VALMISATERIA
32782	MAKARONILAATIKKO, LIHA-MAKARONILAATIKKO, KOKKIKARTANO SNELLMAN, VALMISATERIA
32783	KAURAJUOMA, RAINBOW, LISÄTTY KALSIUMIA JA VITAMIINEJA
32784	LEIKKELEMAKKARA, LAUANTAIMAKKARA, KEVYT, KESKIARVO, RASVAA 9 %
32786	LEIKKELEMAKKARA, LAUANTAIMAKKARA, RASVAA 17 %
32787	RIISIJUOMA, RICE DREAM SUKLAA, LISÄTTY KALSIUMIA
32790	RIISIJUOMA, RICE DREAM HASSELPÄHKINÄ-MANTELI
32792	LASAGNE BOLOGNESE, KOKKIKARTANO SNELLMAN, VALMISATERIA
32794	KINKKU-ANANASPASTA, PASTALAATIKKO, KOKKIKARTANO SNELLMAN, VALMISATERIA
32795	GRILLIMAKKARA, ULTRAKEVYT, MAIDOTON, RASVAA 7 %
32796	GRILLIMAKKARA, SOIJAPROTEIINIA, KESKIARVO
32798	BROILERPASTA, PASTALAATIKKO, KOKKIKARTANO SNELLMAN, VALMISATERIA
32799	BROILER-PEKONIPASTA, PASTALAATIKKO, KOKKIKARTANO SNELLMAN, VALMISATERIA
32800	JÄÄTELÖ, RIISIJÄÄTELÖ, R-ICE VANILJA-SUKLAATUUTTI, GLUTEENITON, INGMAN
32801	KAALILAATIKKO, LIHA-KAALILAATIKKO, KOKKIKARTANO SNELLMAN, VALMISATERIA
32802	JÄÄTELÖ, RIISIJÄÄTELÖ, R-ICE VANILJA, INGMAN
32804	JÄÄTELÖ, KEVYT, VANILJA-MANSIKKA, INGMAN, KEINOTEKOISESTI MAKEUTETTU
32805	PERUNALAATIKKO, KINKKUKIUSAUS, KOKKIKARTANO SNELLMAN, VALMISATERIA
32806	PERUNALAATIKKO, JAUHELIHAPERUNAMUUSI, KOKKIKARTANO SNELLMAN, VALMISATERIA
32807	PERUNALAATIKKO, JAUHELIHAKIUSAUS, KOKKIKARTANO SNELLMAN, VALMISATERIA
32808	PERUNALAATIKKO, JANSSONIN KIUSAUS, KOKKIKARTANO SNELLMAN, VALMISATERIA
32811	BOLOGNAN SPAGETTI, HK, VALMISATERIA
32812	RIISIPYÖRÖNEN, VEHNÄ
32813	KINKKUPIIRAKKA, MUROPOHJA
32814	SULTSINA, RUISVEHNÄKUORI
32815	LIHAKUKKO
32816	LIHAPIIRAKKA, KESKIARVO, TEOLLINEN
32819	PERUNAKUKKO, RUISKUORI
32820	KAKKU, MUFFINI GLUTEENITON
32821	KUIVAKAKKU, HEDELMÄKAKKU
32822	KALAPAISTOS, HK, VALMISATERIA
32823	OHUKAINEN, RASVATON MAITO
32824	OHUKAINEN, TERNIMAITO
32825	OHUKAINEN, TÄYSMAITO
32826	OHUKAINEN, VESI
32827	PANNUKAKKU, PIIMÄ
32828	PANNUKAKKU, RASVATON MAITO
32829	PANNUKAKKU, TERNIMAITO
32830	PANNUKAKKU, TÄYSMAITO
32831	OHUKAINEN, PIIMÄ
32832	JÄLKIRUOKAKASTIKE, VANILJAKASTIKE, KEVYTMAITO, PERUNAJAUHO
32833	VOHVELI, KEVYTMAITO
32834	VOHVELI, RASVATON MAITO
32835	VOHVELI, TÄYSMAITO
32836	VOHVELI, KERMA
32837	JÄLKIRUOKAKASTIKE, KINUSKIKASTIKE
32838	VOHVELI, VESI
32839	UUNIOMENA
32840	PINAATTIKOHOKAS, KEVYTMAITO
32841	PINAATTIKOHOKAS, RASVATON MAITO
32842	PINAATTIKOHOKAS, TÄYSMAITO
32843	PINAATTIKOHOKAS, KERMA
32845	JÄLKIRUOKAKASTIKE, SUKLAAKASTIKE
32847	KANAVIILLOKKI, HK, VALMISATERIA
32848	KANA-VUOHENJUUSTOPASTA, HK VIA, VALMISATERIA
32849	MURO, NELJÄNVILJANMURO, ELOVENA TÄYSJYVÄMURO 4 VILJAA
32850	SILAKKAHYYTELÖ
32851	MAKSALAATIKKO, OHRARYYNIT, RASVATON MAITO
32852	DONITSI, TEOLLINEN
32853	MAKSALAATIKKO, RASVATON MAITO
32854	MAKSALAATIKKO, TÄYSMAITO
32855	BLINI, RASVATON MAITO
32856	BLINI, KEVYTMAITO
32857	BLINI, TÄYSMAITO
32858	KAALIKÄÄRYLE, NAUDANPAISTI
32859	KALAKUKKO, MUIKKUKUKKO
32862	VERILEIPÄ, VERIKLIMPPI, VERIVANUKAS, VERIPALTTU
32863	RÖSSYMAITO
32864	RÖSSYPOTTU
32865	RISOTTO, KALARISOTTO
32866	RISOTTO, ÄYRIÄISRISOTTO, KATKARAPU, SIMPUKKA
32867	LANTTUKUKKO, RUISKUORI
32868	PATAKUKKO, MUIKKU
32870	PURJOSIPULI, KEITETTY, SUOLATON
32871	LIHAPULLA, SIENI-LIHAPULLA, SIKA-NAUTA, PAISTETTU
32872	SITRUUNAKASTIKE, KERMAINEN
32873	NOKKOSKEITTO, MAITO
32874	NOKKOSKEITTO, KASVISLIEMI JA KERMA
32875	KESÄKEITTO, UUSI PERUNA
32876	PERUNALAATIKKO, KINKKUKIUSAUS, HK, VALMISATERIA
32877	KATKARAPUKEITTO, KERMAA, SUURUSTETTU
32878	MAITOKASTIKE, VALKOKASTIKE, RASVATON MAITO, RASVA-JAUHOSUURUS
32879	MAITOKASTIKE, VALKOKASTIKE, TÄYSMAITO, RASVA-JAUHOSUURUS
32880	KINKKUKASTIKE, MAITOPOHJAINEN, SAUNAPALVIKINKKU, KEVYTMAITO
32881	KINKKUKASTIKE, MAITOPOHJAINEN, SAUNAPALVIKINKKU, RASVATON MAITO
32882	KINKKUKASTIKE, MAITOPOHJAINEN, SAUNAPALVIKINKKU, TÄYSMAITO
32883	KASVISKASTIKE, PUNAJUURIKASTIKE, RASVATON MAITO
32884	KASVISKASTIKE, PUNAJUURIKASTIKE, TÄYSMAITO
32885	KAURAJUOMA, NORDIC, MAUSTAMATON, LISÄTTY KALSIUMIA JA D-VITAMIINIA
32886	KASVISKASTIKE, KIINALAINEN, HAPANIMELÄ
32887	RIISIJUOMA, NORDIC, LISÄTTY KALSIUMIA JA D-VITAMIINIA
32888	JÄLKIRUOKAKASTIKE, KARAMELLIKASTIKE
32889	KALAKASTIKE, KALAMUHENNOS, MAITOPOHJAINEN, KEVYTMAITO
32890	KALAKASTIKE, KALAMUHENNOS, MAITOPOHJAINEN, RASVATON MAITO
32891	MARJAPIIRAKKA/MARJAPAISTOS, MUROPOHJA JA TAIKINAKANSI, EI KANANMUNAA
32892	HEDELMÄJUOMA, HYVÄÄ PÄIVÄÄ, KARPALO, OSITTAIN KEINOTEKOISESTI MAKEUTETTU
32893	HEDELMÄJUOMA, HYVÄÄ PÄIVÄÄ, SITRUS, OSITTAIN KEINOTEK. MAKEUTETTU, VITAMINOITU
32894	HEDELMÄJUOMA, HYVÄÄ PÄIVÄÄ, FRUKTOOSI, VITAMINOITU
32895	PÄHKINÄ, AUSTRALIANPÄHKINÄ, MACADAMIAPÄHKINÄ
32897	ENERGIAJUOMA, ENERGIAVESI, TEHO, OLVI, VITAMINOITU
32898	LANTTULAATIKKO, RASVATON MAITO
32899	LANTTULAATIKKO, TÄYSMAITO
32900	LANTTULAATIKKO, KEVYTMAITO
32901	PINAATTIOHUKAINEN, RASVATON MAITO
32903	KIISSELI, MEHUKEITTO, KOTITEKOINEN
32904	ATERIASALAATTI, KALKKUNASALAATTI, HEDELMÄINEN, KERMAVIILIKASTIKE
32905	NOKKOSOHUKAINEN, KEVYTMAITO
32906	NOKKOSOHUKAINEN, RASVATON MAITO
32907	NOKKOSOHUKAINEN, TÄYSMAITO
32908	ATERIASALAATTI, KALKKUNASALAATTI, PASTA, ÖLJYKASTIKE
32910	ATERIASALAATTI, PAAHTOPAISTISALAATTI, PERUNAA, ÖLJYKASTIKE
32911	VANUKAS, RIISIVANUKAS, KOTITEKOINEN
32914	ATERIASALAATTI, KUSKUSSALAATTI, VUOHENJUUSTO, ÖLJYKASTIKE
32915	ATERIASALAATTI, MOZZARELLASALAATTI, TOMAATTI, BASILIKA, ÖLJYKASTIKE
32916	ATERIASALAATTI, NIZZAN SALAATTI, KANANMUNA, PERUNA, ANJOVIS, ÖLJYKASTIKE
32917	PERUNAOHUKAINEN, KEVYTMAITO
32918	PERUNAOHUKAINEN, RASVATON MAITO
32920	PERUNAPIHVI/PYÖRYKKÄ, KEVYTMAITO
32921	PERUNAPIHVI/PYÖRYKKÄ,TÄYSMAITO
32922	ATERIASALAATTI, LOHISALAATTI, KANANMUNA, APPELSIINI, PARSAKAALI, ÖLJYKASTIKE
32923	ATERIASALAATTI, LOHISALAATTI, AVOKADO, PARSA, ÖLJYKASTIKE
32925	JUUSTO, VUOHENJUUSTO, CHÈVRE, RASVAA 30 %
32926	MUNKKI, RASVATON MAITO, KOTITEKOINEN
32927	ATERIASALAATTI, VUOHENJUUSTOSALAATTI, KEITETTY PUNAJUURI, ÖLJYKASTIKE
32928	JAUHELIHAKASTIKE JA MUUSI, HK, VALMISATERIA
32930	ATERIASALAATTI, VUOHENJUUSTOSALAATTI, PÄÄRYNÄ, TOMAATTI, ÖLJYKASTIKE
32931	JUUSTO, VUOHENJUUSTO, CHÈVRE, RASVAA 30 %, PAISTETTU
32932	PERUNALAATIKKO, LOHIKIUSAUS, HK, VALMISATERIA
32936	PYTTIPANNU, LENKKIMAKKARA, KANANMUNA
32937	KANANMUNA, PAISTETTU, EI RASVAA, SUOLATON
32938	KANANMUNAN KELTUAINEN, PAISTETTU ILMAN RASVAA, SUOLATON
32939	KANANMUNAN VALKUAINEN, PAISTETTU ILMAN RASVAA, SUOLATON
32943	UUNIKALA, SEITI, VALKOKASTIKE, JUUSTO, RASVATON MAITO, KORPPUJAUHO
32944	RAHKAPIIRAKKA, PULLAPOHJA, RASVATON MAITO
32947	NÄKKILEIPÄ, TÄYSJYVÄRUIS, PIENI PYÖREÄ/MAUKAS, VAASAN, KUITUA 20 %
32949	NÄKKILEIPÄ, TÄYSJYVÄRUISNÄKKILEIPÄ, KUNTO, VAASAN, RUISLESEITÄ, KUITUA 20 %
32950	NÄKKILEIPÄ, MONIVILJANÄKKILEIPÄ, PIENI PYÖREÄ, VAASAN, SEESAMINSIEMENIÄ
32951	NÄKKILEIPÄ, VIIDEN TÄYSJYVÄVILJAN NÄKKILEIPÄ, TÄYSHYVÄT, VAASAN, KUITUA 21 %
32955	SEKALEIPÄ, ROUHESÄMPYLÄ, LEIPÄAITTA, LIDL, VEHNÄJAUHO, VEHNÄROUHE
32956	SEKALEIPÄ, GRAHAMSÄMPYLÄ, LEIPÄAITTA, LIDL, VEHNÄ- GRAHAMJAUHO, VEHNÄROUHE
32957	SEKALEIPÄ, PEHMEÄ MONIVILJALEIPÄ, LEIPÄAITTA, LIDL, VEHNÄJAUHO, VEHNÄROUHE
32958	SEKALEIPÄ, PERINTEINEN KAURALEIPÄ, LEIPÄAITTA, LIDL, VEHNÄJAUHO, KAURAHIUTALE
32959	VAALEA LEIPÄ, ARINALEIPÄ, LEIPÄAITTA, LIDL, OLIIVIÖLJY, VOIMAKASSUOLAINEN
32960	SEKALEIPÄ, RUISROUHEVIIPALEET, LEIPÄAITTA, LIDL, VEHNÄJAUHO, RUISJAUHO, -ROUHE
32961	SEKALEIPÄ, PIIMÄLIMPPU, LEIPÄAITTA, LIDL, VEHNÄ-GRAHAMJAUHO, HIIVALEIPÄJAUHO
32962	RUISLEIPÄ, RUISPALAT, LEIPÄAITTA, LIDL, TÄYSJYVÄRUIS-VEHNÄJAUHO
32963	KEKSI, DIGESTIVE, SUKLAINEN
32964	RUISLEIPÄ, PERINTEINEN VARRASLEIPÄ, LEIPÄAITTA/LIDL,TÄYSJYVÄRUIS-HIIVALEIPÄJAUHO
32965	RUISLEIPÄ, PYÖREÄT RUISPALASET, LEIPÄAITTA, LIDL, TÄYSJYVÄRUISJAUHO, PERUNAHIUT.
32966	SEKALEIPÄ, FITNESSPALAT, LEIPÄAITTA, LIDL, VEHNÄJAUHO, SIEMENSEKOITUS
32968	VESIRINKELI
32970	VOIRINKELI
32971	HERKKUSIENI, TÄYTETTY, TUOREJUUSTO, PEKONI
32972	HERKKUSIENI, TÄYTETTY, SULATEJUUSTO, PEKONI
32973	PANNUKAKKU, OMENAPANNUKAKKU, KEVYTMAITO
